entity_a_id,entity_b_id,cosine_similarity
entity_45,entity_135,0.6140692830085754
entity_45,entity_136,0.06705087423324585
entity_45,entity_137,0.08759766072034836
entity_45,entity_138,0.012466371059417725
entity_45,entity_139,0.21524927020072937
entity_45,entity_140,0.24194005131721497
entity_45,entity_141,0.7388315200805664
entity_45,entity_143,0.7656170129776001
entity_45,entity_144,0.5189903974533081
entity_45,entity_145,0.0352911539375782
entity_45,entity_146,0.0890788659453392
entity_45,entity_148,0.39855414628982544
entity_45,entity_149,0.12650376558303833
entity_45,entity_150,0.11068108677864075
entity_45,entity_151,-0.024412576109170914
entity_45,entity_153,0.4328816533088684
entity_45,entity_154,0.14781752228736877
entity_45,entity_155,0.3218948245048523
entity_45,entity_156,0.17704497277736664
entity_45,entity_157,0.18603435158729553
entity_45,entity_158,0.18641239404678345
entity_45,entity_159,0.22218160331249237
entity_45,entity_160,0.1003628671169281
entity_45,entity_161,0.0537550263106823
entity_45,entity_164,0.9308951497077942
entity_45,entity_165,0.6980810165405273
entity_45,entity_166,0.7168151140213013
entity_45,entity_167,0.6591193675994873
entity_45,entity_168,0.6029602289199829
entity_45,entity_169,0.36803436279296875
entity_45,entity_170,0.434964120388031
entity_45,entity_171,0.38614940643310547
entity_45,entity_173,0.5537842512130737
entity_45,entity_174,0.46638041734695435
entity_45,entity_175,0.5097596049308777
entity_45,entity_176,0.1561783254146576
entity_45,entity_177,0.2019035518169403
entity_45,entity_178,0.13786235451698303
entity_45,entity_179,0.19624312222003937
entity_45,entity_180,0.18627063930034637
entity_45,entity_181,0.19026052951812744
entity_45,entity_182,0.17959316074848175
entity_45,entity_183,0.1995898336172104
entity_45,entity_184,0.11651109158992767
entity_45,entity_186,0.8033260107040405
entity_45,entity_187,0.6832605004310608
entity_45,entity_188,0.7668411731719971
entity_45,entity_189,0.6468509435653687
entity_45,entity_190,0.6335551142692566
entity_45,entity_191,0.5470048189163208
entity_45,entity_192,0.7063589096069336
entity_45,entity_193,0.6434067487716675
entity_45,entity_194,0.61567223072052
entity_45,entity_195,0.5451791882514954
entity_45,entity_196,0.5254330635070801
entity_45,entity_197,0.5460248589515686
entity_45,entity_198,0.45296600461006165
entity_45,entity_199,0.5141669511795044
entity_45,entity_200,0.3861566483974457
entity_45,entity_201,0.500328779220581
entity_45,entity_202,0.2776139974594116
entity_45,entity_203,0.49185389280319214
entity_45,entity_204,0.540361762046814
entity_45,entity_205,0.6562303304672241
entity_46,entity_96,0.5162605047225952
entity_46,entity_97,0.7460068464279175
entity_46,entity_98,0.6719231605529785
entity_46,entity_99,0.7526258230209351
entity_46,entity_100,0.6656162738800049
entity_46,entity_101,0.7318185567855835
entity_46,entity_102,0.755365252494812
entity_46,entity_103,0.65468430519104
entity_46,entity_104,0.6972064971923828
entity_46,entity_105,0.7335233092308044
entity_46,entity_106,0.6729329824447632
entity_46,entity_107,0.34862178564071655
entity_46,entity_108,0.2398749589920044
entity_46,entity_110,0.3703417479991913
entity_46,entity_111,0.5336233377456665
entity_46,entity_112,0.5199871063232422
entity_46,entity_113,0.520670473575592
entity_46,entity_114,0.6511113047599792
entity_46,entity_115,0.38776564598083496
entity_46,entity_116,0.15292316675186157
entity_46,entity_117,0.4736165404319763
entity_46,entity_119,0.299699068069458
entity_46,entity_120,0.5038096904754639
entity_46,entity_121,0.5574793815612793
entity_46,entity_122,0.6050125360488892
entity_46,entity_123,0.6149848103523254
entity_46,entity_124,0.4862363934516907
entity_46,entity_125,0.5177998542785645
entity_46,entity_126,0.5847289562225342
entity_46,entity_127,0.5054739713668823
entity_46,entity_129,0.27809417247772217
entity_46,entity_130,0.3900814652442932
entity_46,entity_131,0.1154458075761795
entity_46,entity_132,0.09776845574378967
entity_46,entity_133,0.16727374494075775
entity_46,entity_135,0.2797600030899048
entity_46,entity_136,0.08305394649505615
entity_46,entity_137,0.1053755059838295
entity_46,entity_138,0.058615975081920624
entity_46,entity_139,0.3266776204109192
entity_46,entity_140,0.392306923866272
entity_46,entity_141,0.4292296767234802
entity_46,entity_143,0.36303380131721497
entity_46,entity_144,0.38739049434661865
entity_46,entity_145,0.030399544164538383
entity_46,entity_146,-0.031973108649253845
entity_46,entity_148,0.35277706384658813
entity_46,entity_149,0.3045133948326111
entity_46,entity_150,0.2953540086746216
entity_46,entity_151,-0.008549395948648453
entity_46,entity_153,0.34648603200912476
entity_46,entity_154,0.34533560276031494
entity_46,entity_155,0.31939125061035156
entity_46,entity_156,0.32211774587631226
entity_46,entity_157,0.36832937598228455
entity_46,entity_158,0.34837883710861206
entity_46,entity_159,-0.015547607094049454
entity_46,entity_160,-0.034881506115198135
entity_46,entity_161,-0.012097862549126148
entity_46,entity_164,0.4592592716217041
entity_46,entity_165,0.4607972502708435
entity_46,entity_166,0.42801517248153687
entity_46,entity_167,0.42861610651016235
entity_46,entity_168,0.7646241784095764
entity_46,entity_169,0.6429444551467896
entity_46,entity_170,0.6502711772918701
entity_46,entity_171,0.6045839190483093
entity_46,entity_173,0.14600686728954315
entity_46,entity_174,0.14525185525417328
entity_46,entity_175,0.20218977332115173
entity_46,entity_176,0.34945952892303467
entity_46,entity_177,0.358367919921875
entity_46,entity_178,0.3339328169822693
entity_46,entity_179,0.3374657928943634
entity_46,entity_180,0.3402884006500244
entity_46,entity_181,0.36516398191452026
entity_46,entity_182,0.07087936252355576
entity_46,entity_183,0.37993553280830383
entity_46,entity_184,0.2513388991355896
entity_46,entity_186,0.42375943064689636
entity_46,entity_187,0.3752818703651428
entity_46,entity_188,0.4552363455295563
entity_46,entity_189,0.4322609305381775
entity_46,entity_190,0.37762129306793213
entity_46,entity_191,0.41382986307144165
entity_46,entity_192,0.4054955244064331
entity_46,entity_193,0.39522528648376465
entity_46,entity_194,0.3769434094429016
entity_46,entity_195,0.360466867685318
entity_46,entity_196,0.2801875174045563
entity_46,entity_197,0.31109869480133057
entity_46,entity_198,0.26161426305770874
entity_46,entity_199,0.28749433159828186
entity_46,entity_200,0.27044677734375
entity_46,entity_201,0.2740132212638855
entity_46,entity_202,0.2133009433746338
entity_46,entity_203,0.3115464150905609
entity_46,entity_204,0.3132273554801941
entity_46,entity_205,0.40227386355400085
entity_47,entity_96,0.5591602325439453
entity_47,entity_97,0.85738205909729
entity_47,entity_98,0.6994385123252869
entity_47,entity_99,0.740703284740448
entity_47,entity_100,0.6537184119224548
entity_47,entity_101,0.6581264734268188
entity_47,entity_102,0.6565194129943848
entity_47,entity_103,0.6515799164772034
entity_47,entity_104,0.6819998025894165
entity_47,entity_105,0.6334925293922424
entity_47,entity_106,0.6144263744354248
entity_47,entity_107,0.3736326992511749
entity_47,entity_108,0.2727062702178955
entity_47,entity_110,0.36301279067993164
entity_47,entity_111,0.616091251373291
entity_47,entity_112,0.6062330007553101
entity_47,entity_113,0.48063188791275024
entity_47,entity_114,0.4309598207473755
entity_47,entity_115,0.3093004822731018
entity_47,entity_116,0.1833893060684204
entity_47,entity_117,0.47554200887680054
entity_47,entity_119,0.22495627403259277
entity_47,entity_120,0.4467458128929138
entity_47,entity_121,0.4981420040130615
entity_47,entity_122,0.4879119098186493
entity_47,entity_123,0.48085853457450867
entity_47,entity_124,0.3945949375629425
entity_47,entity_125,0.40996211767196655
entity_47,entity_126,0.4473968744277954
entity_47,entity_127,0.3998650312423706
entity_47,entity_129,0.24320286512374878
entity_47,entity_130,0.3155432343482971
entity_47,entity_131,0.11657816916704178
entity_47,entity_132,0.09243092685937881
entity_47,entity_133,0.16793175041675568
entity_47,entity_135,0.2612554132938385
entity_47,entity_136,0.0602479949593544
entity_47,entity_137,0.11256730556488037
entity_47,entity_138,0.02531147375702858
entity_47,entity_139,0.2847908139228821
entity_47,entity_140,0.327314555644989
entity_47,entity_141,0.43837791681289673
entity_47,entity_143,0.40341609716415405
entity_47,entity_144,0.369351863861084
entity_47,entity_145,0.04645535722374916
entity_47,entity_146,0.020361680537462234
entity_47,entity_148,0.34566280245780945
entity_47,entity_149,0.2959580421447754
entity_47,entity_150,0.24264562129974365
entity_47,entity_151,0.003451624885201454
entity_47,entity_153,0.3124149441719055
entity_47,entity_154,0.45618945360183716
entity_47,entity_155,0.28859204053878784
entity_47,entity_156,0.3333180844783783
entity_47,entity_157,0.34530019760131836
entity_47,entity_158,0.3256087005138397
entity_47,entity_159,0.057378534227609634
entity_47,entity_160,-0.004224594682455063
entity_47,entity_161,-0.018129954114556313
entity_47,entity_164,0.4895843267440796
entity_47,entity_165,0.4731992781162262
entity_47,entity_166,0.4118207097053528
entity_47,entity_167,0.41676241159439087
entity_47,entity_168,0.755772054195404
entity_47,entity_169,0.6969956159591675
entity_47,entity_170,0.6725901365280151
entity_47,entity_171,0.6392892599105835
entity_47,entity_173,0.1462702751159668
entity_47,entity_174,0.11812392622232437
entity_47,entity_175,0.20622941851615906
entity_47,entity_176,0.4541347920894623
entity_47,entity_177,0.33745911717414856
entity_47,entity_178,0.3911812901496887
entity_47,entity_179,0.2994914650917053
entity_47,entity_180,0.41582250595092773
entity_47,entity_181,0.36607515811920166
entity_47,entity_182,0.08670864999294281
entity_47,entity_183,0.4021376967430115
entity_47,entity_184,0.30011582374572754
entity_47,entity_186,0.3967730402946472
entity_47,entity_187,0.3369055390357971
entity_47,entity_188,0.42503347992897034
entity_47,entity_189,0.3668455183506012
entity_47,entity_190,0.33930274844169617
entity_47,entity_191,0.36007454991340637
entity_47,entity_192,0.3631438612937927
entity_47,entity_193,0.37246444821357727
entity_47,entity_194,0.3224101960659027
entity_47,entity_195,0.3205960988998413
entity_47,entity_196,0.33210182189941406
entity_47,entity_197,0.3466758728027344
entity_47,entity_198,0.29592084884643555
entity_47,entity_199,0.37514081597328186
entity_47,entity_200,0.29485464096069336
entity_47,entity_201,0.36795422434806824
entity_47,entity_202,0.24266082048416138
entity_47,entity_203,0.3601769804954529
entity_47,entity_204,0.34530889987945557
entity_47,entity_205,0.3369746804237366
entity_49,entity_96,0.4802640676498413
entity_49,entity_97,0.09329836815595627
entity_49,entity_98,0.14765547215938568
entity_49,entity_99,0.1444610357284546
entity_49,entity_100,0.192947655916214
entity_49,entity_101,0.15104496479034424
entity_49,entity_102,0.12799715995788574
entity_49,entity_103,0.06688984483480453
entity_49,entity_104,0.15598994493484497
entity_49,entity_105,0.14784902334213257
entity_49,entity_106,0.09219369292259216
entity_49,entity_107,0.2782997786998749
entity_49,entity_108,0.030152879655361176
entity_49,entity_110,0.5271080732345581
entity_49,entity_111,0.19893935322761536
entity_49,entity_112,0.18888810276985168
entity_49,entity_113,0.16846022009849548
entity_49,entity_114,0.13854536414146423
entity_49,entity_115,0.3254624307155609
entity_49,entity_116,0.21033234894275665
entity_49,entity_117,0.154191792011261
entity_49,entity_119,0.38110581040382385
entity_49,entity_120,0.07498128712177277
entity_49,entity_121,0.15347003936767578
entity_49,entity_122,0.13277849555015564
entity_49,entity_123,0.12325809895992279
entity_49,entity_124,0.12406105548143387
entity_49,entity_125,0.058758705854415894
entity_49,entity_126,0.13774248957633972
entity_49,entity_127,0.1530928611755371
entity_49,entity_129,0.6363517045974731
entity_49,entity_130,0.5840704441070557
entity_49,entity_131,0.5449251532554626
entity_49,entity_132,0.24601075053215027
entity_49,entity_133,0.3669254183769226
entity_49,entity_135,0.6333455443382263
entity_49,entity_136,0.10603118687868118
entity_49,entity_137,0.10117006301879883
entity_49,entity_138,0.11152369529008865
entity_49,entity_139,0.3018452525138855
entity_49,entity_140,0.201244056224823
entity_49,entity_141,0.45186251401901245
entity_49,entity_143,0.4542199373245239
entity_49,entity_144,0.4191727638244629
entity_49,entity_145,-0.028599508106708527
entity_49,entity_146,0.10409057140350342
entity_49,entity_148,0.4778611958026886
entity_49,entity_149,0.22689615190029144
entity_49,entity_150,0.1784980297088623
entity_49,entity_151,0.05037949979305267
entity_49,entity_153,0.5671536326408386
entity_49,entity_154,0.30717021226882935
entity_49,entity_155,0.4250184893608093
entity_49,entity_156,0.3206304609775543
entity_49,entity_157,0.39745068550109863
entity_49,entity_158,0.34213995933532715
entity_49,entity_159,0.6127710938453674
entity_49,entity_160,0.22148814797401428
entity_49,entity_161,0.17036829888820648
entity_49,entity_164,0.4900541305541992
entity_49,entity_165,0.34672847390174866
entity_49,entity_166,0.37002402544021606
entity_49,entity_167,0.33623799681663513
entity_49,entity_168,0.18223658204078674
entity_49,entity_169,0.028358547016978264
entity_49,entity_170,0.04864034056663513
entity_49,entity_171,0.05856507644057274
entity_49,entity_173,0.6746690273284912
entity_49,entity_174,0.5207486152648926
entity_49,entity_175,0.5823797583580017
entity_49,entity_176,0.330420583486557
entity_49,entity_177,0.3575155735015869
entity_49,entity_178,0.23650887608528137
entity_49,entity_179,0.29578137397766113
entity_49,entity_180,0.3601420521736145
entity_49,entity_181,0.3030849099159241
entity_49,entity_182,0.3004283308982849
entity_49,entity_183,0.42078733444213867
entity_49,entity_184,0.23759452998638153
entity_49,entity_186,0.5261082649230957
entity_49,entity_187,0.4649440050125122
entity_49,entity_188,0.3813464641571045
entity_49,entity_189,0.3912672996520996
entity_49,entity_190,0.3500576913356781
entity_49,entity_191,0.3227083086967468
entity_49,entity_192,0.3931310772895813
entity_49,entity_193,0.36111992597579956
entity_49,entity_194,0.4362184703350067
entity_49,entity_195,0.37314388155937195
entity_49,entity_196,0.2987913191318512
entity_49,entity_197,0.45558279752731323
entity_49,entity_198,0.22951793670654297
entity_49,entity_199,0.3341754078865051
entity_49,entity_200,0.20923709869384766
entity_49,entity_201,0.26707208156585693
entity_49,entity_202,0.19879436492919922
entity_49,entity_203,0.20312030613422394
entity_49,entity_204,0.43425899744033813
entity_49,entity_205,0.40176454186439514
entity_50,entity_96,0.38843539357185364
entity_50,entity_97,0.11906334012746811
entity_50,entity_98,0.13002143800258636
entity_50,entity_99,0.1544237732887268
entity_50,entity_100,0.16660715639591217
entity_50,entity_101,0.20787449181079865
entity_50,entity_102,0.19173899292945862
entity_50,entity_103,0.1882609874010086
entity_50,entity_104,0.27848339080810547
entity_50,entity_105,0.21019241213798523
entity_50,entity_106,0.2148074507713318
entity_50,entity_107,0.25957196950912476
entity_50,entity_108,0.02954338863492012
entity_50,entity_110,0.421439528465271
entity_50,entity_111,0.17511072754859924
entity_50,entity_112,0.18859845399856567
entity_50,entity_113,0.16732114553451538
entity_50,entity_114,0.14082376658916473
entity_50,entity_115,0.4077887535095215
entity_50,entity_116,0.2011895775794983
entity_50,entity_117,0.14200551807880402
entity_50,entity_119,0.3387068510055542
entity_50,entity_120,0.18112744390964508
entity_50,entity_121,0.18682502210140228
entity_50,entity_122,0.20228081941604614
entity_50,entity_123,0.2046796828508377
entity_50,entity_124,0.23459121584892273
entity_50,entity_125,0.1908935308456421
entity_50,entity_126,0.1981613039970398
entity_50,entity_127,0.26640504598617554
entity_50,entity_129,0.47839584946632385
entity_50,entity_130,0.46255192160606384
entity_50,entity_131,0.44277435541152954
entity_50,entity_132,0.1590946912765503
entity_50,entity_133,0.3102405071258545
entity_50,entity_135,0.4776461124420166
entity_50,entity_136,0.07481558620929718
entity_50,entity_137,0.09112705290317535
entity_50,entity_138,0.06720153987407684
entity_50,entity_139,0.267443984746933
entity_50,entity_140,0.16925379633903503
entity_50,entity_141,0.5323599576950073
entity_50,entity_143,0.32991692423820496
entity_50,entity_144,0.3165745437145233
entity_50,entity_145,-0.07467493414878845
entity_50,entity_146,0.04883654788136482
entity_50,entity_148,0.36450743675231934
entity_50,entity_149,0.17784985899925232
entity_50,entity_150,0.12706446647644043
entity_50,entity_151,0.023662986233830452
entity_50,entity_153,0.44623348116874695
entity_50,entity_154,0.25517016649246216
entity_50,entity_155,0.5003055334091187
entity_50,entity_156,0.31804513931274414
entity_50,entity_157,0.3408052921295166
entity_50,entity_158,0.28694114089012146
entity_50,entity_159,0.47351524233818054
entity_50,entity_160,0.16561320424079895
entity_50,entity_161,0.11943511664867401
entity_50,entity_164,0.3860914707183838
entity_50,entity_165,0.49423664808273315
entity_50,entity_166,0.490169882774353
entity_50,entity_167,0.46499431133270264
entity_50,entity_168,0.18630138039588928
entity_50,entity_169,0.15336725115776062
entity_50,entity_170,0.17841030657291412
entity_50,entity_171,0.164279967546463
entity_50,entity_173,0.5048156380653381
entity_50,entity_174,0.5852646231651306
entity_50,entity_175,0.6280781030654907
entity_50,entity_176,0.26319342851638794
entity_50,entity_177,0.2914392054080963
entity_50,entity_178,0.2109137326478958
entity_50,entity_179,0.276862233877182
entity_50,entity_180,0.3037129044532776
entity_50,entity_181,0.2569584548473358
entity_50,entity_182,0.24589981138706207
entity_50,entity_183,0.3555167019367218
entity_50,entity_184,0.1811266541481018
entity_50,entity_186,0.42352384328842163
entity_50,entity_187,0.5494837164878845
entity_50,entity_188,0.48489534854888916
entity_50,entity_189,0.5053513050079346
entity_50,entity_190,0.4196900725364685
entity_50,entity_191,0.479828417301178
entity_50,entity_192,0.4955713748931885
entity_50,entity_193,0.46689680218696594
entity_50,entity_194,0.5107696056365967
entity_50,entity_195,0.44459912180900574
entity_50,entity_196,0.2703847587108612
entity_50,entity_197,0.40929606556892395
entity_50,entity_198,0.23956069350242615
entity_50,entity_199,0.31383466720581055
entity_50,entity_200,0.16675645112991333
entity_50,entity_201,0.2699192464351654
entity_50,entity_202,0.1486227959394455
entity_50,entity_203,0.20952481031417847
entity_50,entity_204,0.3919493556022644
entity_50,entity_205,0.4974203109741211
entity_51,entity_96,0.35315820574760437
entity_51,entity_97,0.0666036605834961
entity_51,entity_98,0.05793723836541176
entity_51,entity_99,0.07156960666179657
entity_51,entity_100,0.1328394114971161
entity_51,entity_101,0.11867676675319672
entity_51,entity_102,0.08168913424015045
entity_51,entity_103,0.019376477226614952
entity_51,entity_104,0.13491803407669067
entity_51,entity_105,0.09023413062095642
entity_51,entity_106,0.07822977006435394
entity_51,entity_107,0.24796149134635925
entity_51,entity_108,-0.03756206855177879
entity_51,entity_110,0.4110361635684967
entity_51,entity_111,0.1402255892753601
entity_51,entity_112,0.13881327211856842
entity_51,entity_113,0.09862552583217621
entity_51,entity_114,0.09949001669883728
entity_51,entity_115,0.3667786717414856
entity_51,entity_116,0.22665952146053314
entity_51,entity_117,0.11725921928882599
entity_51,entity_119,0.24657516181468964
entity_51,entity_120,0.003674134612083435
entity_51,entity_121,0.08216652274131775
entity_51,entity_122,0.09779532253742218
entity_51,entity_123,0.07373947650194168
entity_51,entity_124,0.07151868939399719
entity_51,entity_125,0.004713677801191807
entity_51,entity_126,0.060063861310482025
entity_51,entity_127,0.08446913957595825
entity_51,entity_129,0.48923712968826294
entity_51,entity_130,0.5567321181297302
entity_51,entity_131,0.4711635708808899
entity_51,entity_132,0.18882110714912415
entity_51,entity_133,0.29729530215263367
entity_51,entity_135,0.47651684284210205
entity_51,entity_136,0.057818952947854996
entity_51,entity_137,0.06618870794773102
entity_51,entity_138,0.08193708211183548
entity_51,entity_139,0.21860703825950623
entity_51,entity_140,0.19221720099449158
entity_51,entity_141,0.5420736074447632
entity_51,entity_143,0.3068913519382477
entity_51,entity_144,0.28218144178390503
entity_51,entity_145,-0.08355998247861862
entity_51,entity_146,0.04007731378078461
entity_51,entity_148,0.46816331148147583
entity_51,entity_149,0.281930148601532
entity_51,entity_150,0.22893087565898895
entity_51,entity_151,0.13181236386299133
entity_51,entity_153,0.5763084888458252
entity_51,entity_154,0.4135274589061737
entity_51,entity_155,0.6619590520858765
entity_51,entity_156,0.4091981053352356
entity_51,entity_157,0.47278720140457153
entity_51,entity_158,0.43548583984375
entity_51,entity_159,0.5720116496086121
entity_51,entity_160,0.24684372544288635
entity_51,entity_161,0.1867847442626953
entity_51,entity_164,0.36599501967430115
entity_51,entity_165,0.38480842113494873
entity_51,entity_166,0.4168322682380676
entity_51,entity_167,0.38134872913360596
entity_51,entity_168,0.1377231776714325
entity_51,entity_169,-0.005586535669863224
entity_51,entity_170,0.03521255403757095
entity_51,entity_171,0.01287777628749609
entity_51,entity_173,0.6733865737915039
entity_51,entity_174,0.7101710438728333
entity_51,entity_175,0.7382243871688843
entity_51,entity_176,0.4238094687461853
entity_51,entity_177,0.4281567931175232
entity_51,entity_178,0.29847338795661926
entity_51,entity_179,0.35937201976776123
entity_51,entity_180,0.4115639626979828
entity_51,entity_181,0.3197454810142517
entity_51,entity_182,0.32076603174209595
entity_51,entity_183,0.3759267032146454
entity_51,entity_184,0.26049256324768066
entity_51,entity_186,0.42232829332351685
entity_51,entity_187,0.6797726154327393
entity_51,entity_188,0.49786579608917236
entity_51,entity_189,0.5187438130378723
entity_51,entity_190,0.4514758884906769
entity_51,entity_191,0.38039231300354004
entity_51,entity_192,0.4885852634906769
entity_51,entity_193,0.4400291442871094
entity_51,entity_194,0.5299025774002075
entity_51,entity_195,0.43116843700408936
entity_51,entity_196,0.2688184380531311
entity_51,entity_197,0.41983264684677124
entity_51,entity_198,0.2180769443511963
entity_51,entity_199,0.307413250207901
entity_51,entity_200,0.15135890245437622
entity_51,entity_201,0.2360687404870987
entity_51,entity_202,0.12713831663131714
entity_51,entity_203,0.18521085381507874
entity_51,entity_204,0.4033050537109375
entity_51,entity_205,0.4945969879627228
entity_52,entity_96,0.22501422464847565
entity_52,entity_97,0.0036736130714416504
entity_52,entity_98,0.07550498098134995
entity_52,entity_99,0.030446182936429977
entity_52,entity_100,0.11602161824703217
entity_52,entity_101,0.06267288327217102
entity_52,entity_102,0.035342734307050705
entity_52,entity_103,-0.01893497072160244
entity_52,entity_104,0.08471750468015671
entity_52,entity_105,0.06234409287571907
entity_52,entity_106,0.007546276785433292
entity_52,entity_107,0.35301050543785095
entity_52,entity_108,0.025665998458862305
entity_52,entity_110,0.2648719847202301
entity_52,entity_111,0.11386319249868393
entity_52,entity_112,0.09273464977741241
entity_52,entity_113,0.08843472599983215
entity_52,entity_114,0.06725269556045532
entity_52,entity_115,0.1820523738861084
entity_52,entity_116,0.3356773853302002
entity_52,entity_117,0.10368219763040543
entity_52,entity_119,0.19680199027061462
entity_52,entity_120,-0.004200952127575874
entity_52,entity_121,0.10805190354585648
entity_52,entity_122,0.05406695976853371
entity_52,entity_123,0.0441238135099411
entity_52,entity_124,0.05787457525730133
entity_52,entity_125,-0.0004758154973387718
entity_52,entity_126,0.06688892841339111
entity_52,entity_127,0.06832469999790192
entity_52,entity_129,0.3807181715965271
entity_52,entity_130,0.39844685792922974
entity_52,entity_131,0.6239006519317627
entity_52,entity_132,0.2442208081483841
entity_52,entity_133,0.40314802527427673
entity_52,entity_135,0.3705906271934509
entity_52,entity_136,0.1559254229068756
entity_52,entity_137,0.13071751594543457
entity_52,entity_138,0.16451238095760345
entity_52,entity_139,0.27548158168792725
entity_52,entity_140,0.17624133825302124
entity_52,entity_141,0.28272658586502075
entity_52,entity_143,0.20009347796440125
entity_52,entity_144,0.19814129173755646
entity_52,entity_145,-0.002109657973051071
entity_52,entity_146,0.11459521949291229
entity_52,entity_148,0.32816094160079956
entity_52,entity_149,0.3158063292503357
entity_52,entity_150,0.2700008153915405
entity_52,entity_151,0.1707593947649002
entity_52,entity_153,0.38831233978271484
entity_52,entity_154,0.35424524545669556
entity_52,entity_155,0.32866397500038147
entity_52,entity_156,0.4125624895095825
entity_52,entity_157,0.4342830181121826
entity_52,entity_158,0.4034651815891266
entity_52,entity_159,0.7845468521118164
entity_52,entity_160,0.2771188020706177
entity_52,entity_161,0.2386554628610611
entity_52,entity_164,0.1775810420513153
entity_52,entity_165,0.11074976623058319
entity_52,entity_166,0.15226590633392334
entity_52,entity_167,0.15009136497974396
entity_52,entity_168,0.05681183934211731
