v,source,target,all,all_true,filtered,filtered_true
41,sakila,movielens,0.020476503894465,-0.5270462766947299,0.5643744488533462,
42,imdb,movielens,-0.15127575397761742,-0.8748177652797061,-0.0300692389662132,-1.0
42,imdb,sakila,-0.7630506811038169,-0.9070303642285927,0.149071198499986,-0.5091750772173155
42,sakila,movielens,0.020476503894465,-0.5270462766947299,0.5643744488533462,
43,imdb,movielens,-0.15127575397761742,-0.8748177652797061,-0.0300692389662132,-1.0
43,imdb,sakila,-0.7630506811038169,-0.9070303642285927,0.149071198499986,-0.5091750772173155
43,sakila,movielens,0.020476503894465,-0.5270462766947299,0.5643744488533462,
44,imdb,movielens,-0.15127575397761742,-0.8748177652797061,-0.0300692389662132,-1.0
44,imdb,sakila,-0.7630506811038169,-0.9070303642285927,0.149071198499986,-0.5091750772173155
44,sakila,movielens,0.020476503894465,-0.5270462766947299,0.5643744488533462,
45,imdb,movielens,-0.15127575397761742,-0.8748177652797061,-0.0300692389662132,-1.0
45,imdb,sakila,-0.7630506811038169,-0.9070303642285927,0.149071198499986,-0.5091750772173155
45,sakila,movielens,0.020476503894465,-0.5270462766947299,0.5643744488533462,
46,imdb,movielens,-0.15127575397761742,-0.8748177652797061,-0.0300692389662132,-1.0
46,imdb,sakila,-0.7630506811038169,-0.9070303642285927,0.149071198499986,-0.5091750772173155
46,sakila,movielens,0.020476503894465,-0.5270462766947299,0.5643744488533462,
47,imdb,movielens,-0.17957152451187633,-0.9050684704320512,,
47,imdb,sakila,-0.7929031021060369,-0.9363616019708357,2.9439233600320786e-17,-0.6666666666666667
47,sakila,movielens,0.020476503894465,-0.5270462766947299,0.5643744488533462,
48,imdb,movielens,-0.17957152451187633,-0.9050684704320512,,
48,imdb,sakila,-0.7929031021060369,-0.9363616019708357,2.9439233600320786e-17,-0.6666666666666667
48,sakila,movielens,0.020476503894465,-0.5270462766947299,0.5643744488533462,
49,imdb,movielens,-0.17957152451187633,-0.9050684704320512,,
49,imdb,sakila,-0.792903102106037,-0.9363616019708357,2.9439233600320786e-17,-0.6666666666666667
49,sakila,movielens,0.02047650389446506,-0.5270462766947299,0.5643744488533462,
50,imdb,movielens,-0.17957152451187633,-0.9050684704320512,,
50,imdb,sakila,-0.792903102106037,-0.9363616019708357,2.9439233600320786e-17,-0.6666666666666667
50,sakila,movielens,0.02047650389446506,-0.5270462766947299,0.5643744488533462,
51,imdb,movielens,-0.17957152451187633,-0.9050684704320512,,
51,imdb,sakila,-0.792903102106037,-0.9363616019708357,2.9439233600320786e-17,-0.6666666666666667
51,sakila,movielens,0.02047650389446506,-0.5270462766947299,0.5643744488533462,
52,imdb,movielens,-0.17957152451187633,-0.9050684704320512,,
52,imdb,sakila,-0.8102186485951902,-0.9521590953664929,2.9439233600320786e-17,-0.6666666666666667
52,sakila,movielens,0.02651026258059834,-0.5264911988401518,0.6992058987801011,
53,imdb,movielens,-0.17957152451187633,-0.9050684704320512,,
53,imdb,sakila,-0.8102186485951902,-0.9521590953664929,2.9439233600320786e-17,-0.6666666666666667
53,sakila,movielens,0.02651026258059834,-0.5264911988401518,0.6992058987801011,
54,imdb,movielens,-0.17957152451187633,-0.9050684704320512,,
54,imdb,sakila,-0.8102186485951902,-0.9521590953664929,2.9439233600320786e-17,-0.6666666666666667
54,sakila,movielens,0.02651026258059834,-0.5264911988401518,0.6992058987801011,
55,imdb,movielens,-0.17957152451187633,-0.9050684704320512,,
55,imdb,sakila,-0.7976375680180885,-0.9519939285615786,0.03952847075210476,-0.6614378277661477
55,sakila,movielens,-0.005332285519249687,-0.5613907502516274,0.6992058987801011,
56,imdb,movielens,-0.17957152451187633,-0.9050684704320512,,
56,imdb,sakila,-0.7976375680180885,-0.9519939285615786,0.03952847075210476,-0.6614378277661477
56,sakila,movielens,-0.005332285519249687,-0.5613907502516274,0.6992058987801011,
57,imdb,movielens,-0.17957152451187633,-0.9050684704320512,,
57,imdb,sakila,-0.7976375680180885,-0.9519939285615786,0.03952847075210476,-0.6614378277661477
57,sakila,movielens,-0.005332285519249687,-0.5613907502516274,0.6992058987801011,
58,imdb,movielens,-0.17957152451187633,-0.9050684704320512,,
58,imdb,sakila,-0.7976375680180885,-0.9519939285615786,0.03952847075210476,-0.6614378277661477
58,sakila,movielens,-0.005332285519249687,-0.5613907502516274,0.6992058987801011,
59,imdb,movielens,-0.21378483072547164,-0.9363821838346233,,
59,imdb,sakila,-0.7833448657082452,-0.9512881378342154,0.27116307227332026,
59,sakila,movielens,-0.005332285519249687,-0.5613907502516274,0.6992058987801011,
60,imdb,movielens,-0.22893378898118366,-0.9652341781316802,,
60,imdb,sakila,-0.8072843405849283,-0.9836212432229416,-0.17149858514250885,-1.0
60,sakila,movielens,-0.11177193530467511,-0.6828235772705928,,
61,imdb,movielens,-0.22893378898118366,-0.9652341781316802,,
61,imdb,sakila,-0.8072843405849283,-0.9836212432229416,-0.17149858514250885,-1.0
61,sakila,movielens,-0.11177193530467511,-0.6828235772705928,,
62,imdb,movielens,-0.2664368250275649,-1.0,,
62,imdb,sakila,-0.7939615326879371,-0.9833783437888831,,
62,sakila,movielens,-0.11177193530467511,-0.6828235772705928,,
63,imdb,movielens,-0.2664368250275649,-1.0,,
63,imdb,sakila,-0.7939615326879371,-0.9833783437888831,,
63,sakila,movielens,-0.11177193530467511,-0.6828235772705928,,
64,imdb,movielens,-0.2664368250275649,-1.0,,
64,imdb,sakila,-0.7939615326879371,-0.9833783437888831,,
64,sakila,movielens,-0.11177193530467511,-0.6828235772705928,,
65,imdb,movielens,-0.2664368250275649,-1.0,,
65,imdb,sakila,-0.7939615326879371,-0.9833783437888831,,
65,sakila,movielens,-0.11177193530467511,-0.6828235772705928,,
66,imdb,movielens,-0.2664368250275649,-1.0,,
66,imdb,sakila,-0.7939615326879371,-0.9833783437888831,,
66,sakila,movielens,-0.11177193530467511,-0.6828235772705928,,
67,imdb,movielens,-0.2664368250275649,-1.0,,
67,imdb,sakila,-0.7825385895482603,-0.9833176395483372,,
67,sakila,movielens,-0.1453150018334971,-0.7171371656006362,,
68,imdb,movielens,-0.2664368250275649,-1.0,,
68,imdb,sakila,-0.7825385895482603,-0.9833176395483372,,
68,sakila,movielens,-0.1453150018334971,-0.7171371656006362,,
69,imdb,movielens,-0.2360625435674294,-1.0,,
69,imdb,sakila,-0.8011410132285847,-0.9999999999999999,,
69,sakila,movielens,-0.2218600799851773,-0.8162267093021335,,
70,imdb,movielens,-0.2360625435674294,-1.0,,
70,imdb,sakila,-0.8011410132285847,-0.9999999999999999,,
70,sakila,movielens,-0.2218600799851773,-0.8162267093021335,,
71,imdb,movielens,-0.2360625435674294,-1.0,,
71,imdb,sakila,-0.7900707903220134,-0.9999999999999999,,
71,sakila,movielens,-0.2593133224280927,-0.8543690795342322,,
72,imdb,movielens,-0.2360625435674294,-1.0,,
72,imdb,sakila,-0.7900707903220134,-0.9999999999999999,,
72,sakila,movielens,-0.2593133224280927,-0.8543690795342322,,
73,imdb,movielens,-0.2360625435674294,-1.0,,
73,imdb,sakila,-0.7900707903220134,-0.9999999999999999,,
73,sakila,movielens,-0.2593133224280927,-0.8543690795342322,,
74,imdb,movielens,-0.2360625435674294,-1.0,,
74,imdb,sakila,-0.7900707903220134,-0.9999999999999999,,
74,sakila,movielens,-0.2593133224280927,-0.8543690795342322,,
75,imdb,movielens,-0.2360625435674294,-1.0,,
75,imdb,sakila,-0.7900707903220134,-0.9999999999999999,,
75,sakila,movielens,-0.25931332242809274,-0.8543690795342322,,
76,imdb,movielens,-0.2360625435674294,-1.0,,
76,imdb,sakila,-0.8011410132285847,-0.9999999999999999,,
76,sakila,movielens,-0.22186007998517734,-0.8162267093021335,,
77,imdb,movielens,-0.2360625435674294,-1.0,,
77,imdb,sakila,-0.8011410132285847,-0.9999999999999999,,
77,sakila,movielens,-0.22186007998517734,-0.8162267093021335,,
78,imdb,movielens,-0.2360625435674294,-1.0,,
78,imdb,sakila,-0.8011410132285847,-0.9999999999999999,,
78,sakila,movielens,-0.22186007998517734,-0.8162267093021335,,
79,imdb,movielens,-0.2360625435674294,-1.0,,
79,imdb,sakila,-0.7792079391323911,-0.9999999999999999,,
79,sakila,movielens,-0.29662844831431834,-0.8917016574178749,,
80,imdb,movielens,-0.2360625435674294,-1.0,,
80,imdb,sakila,-0.7792079391323911,-0.9999999999999999,,
80,sakila,movielens,-0.29662844831431834,-0.8917016574178749,,
81,imdb,movielens,-0.2360625435674294,-1.0,,
81,imdb,sakila,-0.758069568808725,-0.9999999999999999,,
81,sakila,movielens,-0.3709318498651963,-0.9644188956197269,,
82,imdb,movielens,-0.2360625435674294,-1.0,,
82,imdb,sakila,-0.758069568808725,-0.9999999999999999,,
82,sakila,movielens,-0.3709318498651963,-0.9644188956197269,,
83,imdb,movielens,-0.2398268474133323,-1.0,,
83,imdb,sakila,-0.7701579084080716,-1.0,,
83,sakila,movielens,-0.3709318498651963,-0.9644188956197269,,
84,imdb,movielens,-0.2360625435674294,-1.0,,
84,imdb,sakila,-0.7477777728932148,-0.9999999999999999,,
84,sakila,movielens,-0.4079627022578981,-0.9999999999999999,,
85,imdb,movielens,-0.2360625435674294,-1.0,,
85,imdb,sakila,-0.7477777728932148,-0.9999999999999999,,
85,sakila,movielens,-0.4079627022578981,-0.9999999999999999,,
86,imdb,movielens,-0.2360625435674294,-1.0,,
86,imdb,sakila,-0.7477777728932148,-0.9999999999999999,,
86,sakila,movielens,-0.4079627022578981,-0.9999999999999999,,
87,imdb,movielens,-0.2360625435674294,-1.0,,
87,imdb,sakila,-0.7580695688087251,-0.9999999999999999,,
87,sakila,movielens,-0.41357756408580953,-1.0,,
88,imdb,movielens,-0.2360625435674294,-1.0,,
88,imdb,sakila,-0.7477777728932148,-0.9999999999999999,,
88,sakila,movielens,-0.4079627022578981,-0.9999999999999999,,
89,imdb,movielens,-0.2360625435674294,-1.0,,
89,imdb,sakila,-0.7477777728932148,-0.9999999999999999,,
89,sakila,movielens,-0.4079627022578981,-0.9999999999999999,,
90,imdb,movielens,-0.2360625435674294,-1.0,,
90,imdb,sakila,-0.7477777728932146,-0.9999999999999999,,
90,sakila,movielens,-0.4079627022578981,-0.9999999999999999,,
91,imdb,movielens,-0.2360625435674294,-1.0,,
91,imdb,sakila,-0.7580695688087251,-0.9999999999999999,,
91,sakila,movielens,-0.41357756408580953,-1.0,,
92,imdb,movielens,-0.2360625435674294,-1.0,,
92,imdb,sakila,-0.7477777728932146,-0.9999999999999999,,
92,sakila,movielens,-0.40796270225789816,-0.9999999999999999,,
93,imdb,movielens,-0.2360625435674294,-1.0,,
93,imdb,sakila,-0.7477777728932148,-0.9999999999999999,,
93,sakila,movielens,-0.40796270225789816,-0.9999999999999999,,
94,imdb,movielens,-0.2360625435674294,-1.0,,
94,imdb,sakila,-0.7477777728932148,-0.9999999999999999,,
94,sakila,movielens,-0.40796270225789816,-0.9999999999999999,,
95,imdb,movielens,-0.23606254356742934,-1.0,,
95,imdb,sakila,-0.7477777728932148,-0.9999999999999999,,
95,sakila,movielens,-0.40796270225789816,-0.9999999999999999,,
96,imdb,movielens,-0.2360625435674294,-1.0,,
96,imdb,sakila,-0.7477777728932148,-0.9999999999999999,,
96,sakila,movielens,-0.4079627022578981,-0.9999999999999999,,
97,imdb,movielens,-0.2360625435674294,-1.0,,
97,imdb,sakila,-0.7477777728932148,-0.9999999999999999,,
97,sakila,movielens,-0.4079627022578981,-0.9999999999999999,,
98,imdb,movielens,-0.2360625435674294,-1.0,,
98,imdb,sakila,-0.7477777728932148,-0.9999999999999999,,
98,sakila,movielens,-0.4079627022578981,-0.9999999999999999,,
99,imdb,movielens,-0.23606254356742942,-1.0,,
99,imdb,sakila,-0.7580695688087251,-0.9999999999999999,,
99,sakila,movielens,-0.41357756408580937,-1.0,,
